"","success_1_to_1","id","original_title","release_date","Actor","Director","actorMovieCount","directorMovieCount","runtime","ProductionBudget","DomesticGross","quarter","animation","comedy","family","adventure","fantasy","romance","drama","action","crime","thriller","horror","history","mystery","war","music","documentary","western","holidays","New.Year.s.Day","Martin.Luther.King.Jr..Day","Valentine.s.Day","Presidents..Day","Good.Friday","Mother.s.Day","Memorial.Day","Father.s.Day","Independence.Day","Labor.Day","Columbus.Day","Veterans.Day","Thanksgiving.Day","Christmas.Eve","Christmas.Day","Independence.Day.observed","Christmas.Day.observed","New.Year.s.Day.observed","Christmas.Eve.observed","Veterans.Day.observed","related_holiday"
"605",0,45156,"a little bit of heaven","2011-02-03","katehudson","nicolekassell",0,0,106,12500000,10011,"Q1",0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"606",0,45324,"casino jack","2010-09-16","kevinspacey","georgehickenlooper",0,0,108,12500000,2039869,"Q4",0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"607",1,45767,"time changer","2002-10-25","ddavidmorin","richchristiano",0,1,95,825000,1500711,"Q4",0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"608",1,46195,"rio","2011-04-03","jesseeisenberg","carlossaldanha",2,0,96,9e+07,143619809,"Q2",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"609",1,46198,"my girlfriend s boyfriend","2010-04-22","alyssamilano","daryntufts",0,0,84,1400000,34513500.7541806,"Q2",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"610",0,46503,"all good things","2010-12-03","ryangosling","andrewjarecki",2,0,101,2e+07,582024,"Q4",0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"611",1,46729,"fetching cody","2005-10-01","jaybaruchel","davidray",0,0,87,1500000,34513500.7541806,"Q1",0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"612",0,46849,"eye of the dolphin","2007-08-24","carlyschroeder","michaeldsellers",0,0,100,2500000,72210,"Q3",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"613",0,46989,"blue car","2002-01-11","margaretcolin","karenmoncrieff",0,0,92,1e+06,464126,"Q2",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"614",1,47607,"tiny furniture","2010-11-12","lenadunham","lenadunham",0,0,99,50000,391674,"Q4",0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"Veterans Day"
"615",1,47816,"3 strikes","2000-03-01","brianhooks","djpooh",0,1,82,4e+06,9821335,"Q1",0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"616",0,47933,"independence day resurgence","2016-06-22","liamhemsworth","rolandemmerich",0,0,120,1.65e+08,103144286,"Q2",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Father's Day"
"617",0,48231,"a dangerous method","2011-09-30","keiraknightley","davidcronenberg",0,0,99,2e+07,5702083,"Q4",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"618",0,48620,"the mighty macs","2009-10-21","carlagugino","timchambers",0,0,102,7e+06,1891936,"Q4",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"619",0,49013,"cars 2","2011-06-11","owenwilson","johnlasseter",3,0,106,2e+08,191450875,"Q2",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"620",1,49018,"insidious","2010-09-13","patrickwilson","jameswan",3,2,103,1500000,54009150,"Q2",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"621",1,49051,"the hobbit an unexpected journey","2012-11-26","ianmckellen","peterjackson",0,0,169,2e+08,303003568,"Q4",0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"622",1,49081,"maurice richard","2005-10-25","roydupuis","charlesbinamé",0,0,124,8e+06,34513500.7541806,"Q4",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"623",1,49521,"man of steel","2013-06-12","henrycavill","zacksnyder",0,0,143,2.25e+08,291045518,"Q2",0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"624",0,49526,"premium rush","2012-08-24","josephgordonlevitt","davidkoepp",2,0,91,3.5e+07,20275446,"Q3",0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"625",1,49830,"contagion","2010-03-29","vinniebilancio","johnlechago",0,0,90,6e+07,75658097,"Q3",0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"626",0,50875,"higher ground","2011-08-26","verafarmiga","verafarmiga",1,0,109,1800000,841056,"Q3",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"627",0,51384,"lovely still","2008-01-01","martinlandau","nicholasfackler",0,0,92,5e+06,127564,"Q3",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"New Year's Day"
"628",0,51828,"one day","2011-03-02","annehathaway","lonescherfig",0,0,107,1.5e+07,13843771,"Q2",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"629",1,51938,"inside out","2006-04-22","eriqlasalle","davidogden",0,0,90,1.75e+08,356461711,"Q2",0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"630",0,51986,"tangled","2001-11-02","rachaelleighcook","jaylowi",0,0,100,2.6e+08,200821936,"Q4",0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"631",0,52067,"cedar rapids","2011-02-11","anneheche","miguelarteta",0,0,87,1e+07,6861102,"Q1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Valentine's Day"
"632",1,52462,"the pet","2006-05-17","pierredulat","dstevens",0,0,94,1e+06,34513500.7541806,"Q1",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Mother's Day"
"633",1,53214,"signs","2008-03-10","kestiemorassi","patrickhughes",0,1,12,70702619,227969295,"Q3",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"634",0,54040,"wanderlust","2006-07-12","allisonanders","sharispringerberman",0,0,84,32500000,17288155,"Q1",0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"635",1,54518,"justin bieber never say never","2011-02-11","justinbieber","jonmchu",0,0,105,1.3e+07,73013910,"Q1",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Valentine's Day"
"636",0,55567,"standing ovation","2010-07-16","kaylajackson","stewartraffill",0,0,105,5600000,531806,"Q3",0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"637",0,55903,"betty fisher et autres histoires","2001-09-01","sandrinekiberlain","claudemiller",0,0,103,7500000,206400,"Q3",0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Labor Day"
"638",1,56288,"spy kids all the time in the world","2011-08-18","jessicaalba","robertrodriguez",1,2,89,2.7e+07,38536376,"Q3",0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"639",0,56491,"in her line of fire","2006-04-21","marielhemingway","briantrenchardsmith",0,0,88,1e+06,884,"Q2",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"640",0,56666,"fiza","2000-09-08","hrithikroshan","khalidmohammed",0,0,170,1e+06,623791,"Q3",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"641",0,56715,"just visiting","2001-04-06","jeanreno","jeanmariepoiré",0,0,88,4e+07,4777007,"Q2",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"642",0,57022,"sunshine state","2002-06-21","alanking","johnsayles",0,1,141,5600000,3064356,"Q2",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"643",0,57089,"hoodwinked too hood vs evil","2011-04-29","haydenpanettiere","mikedisa",0,0,86,3e+07,10143779,"Q2",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"644",0,57201,"the lone ranger","2013-07-03","johnnydepp","goreverbinski",0,0,149,2.25e+08,89302115,"Q3",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Independence Day"
"645",0,57825,"bride prejudice","2004-02-11","aishwaryaraibachchan","gurinderchadha",0,0,111,7e+06,6601079,"Q1",0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Valentine's Day"
"646",0,58396,"joy","2010-04-08","samiramaas","mijkedejong",0,0,102.936454849498,6e+07,56451232,"Q4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"647",1,59859,"kick ass 2","2013-07-17","aarontaylorjohnson","jeffwadlow",1,0,103,2.8e+07,28795985,"Q3",0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"648",1,60304,"hansel gretel witch hunters","2013-01-17","jeremyrenner","tommywirkola",0,0,88,5e+07,55703475,"Q1",0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"649",1,60307,"diary of a wimpy kid rodrick rules","2011-03-25","zacharygordon","davidbowers",0,0,99,1.8e+07,52698535,"Q1",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"650",0,60422,"another happy day","2011-11-18","ellenbarkin","samlevinson",0,0,119,4e+06,9120,"Q4",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"651",0,60599,"arbitrage","2012-09-14","richardgere","nicholasjarecki",0,0,100,1.2e+07,7919574,"Q3",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"652",0,60747,"red dawn","2012-11-21","chrishemsworth","danbradley",2,0,93,6.5e+07,44806783,"Q4",0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Thanksgiving Day"
"653",0,61038,"go for it ","2011-05-13","aimeegarcia","carmenmarron",0,0,105,2450000,180237,"Q2",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"654",1,61222,"home","2008-10-29","isabellehuppert","ursulameier",1,0,98,1.3e+08,177397510,"Q1",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"655",0,61891,"anonymous","2011-10-21","jamiecampbellbower","rolandemmerich",0,2,130,27500000,4463292,"Q4",0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"656",0,62116,"nannerl la soeur de mozart","2010-06-09","marieféret","renéféret",0,0,120,4500000,707885,"Q3",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"657",1,62206,"30 minutes or less","2011-08-11","jesseeisenberg","rubenfleischer",1,1,83,2.8e+07,37053924,"Q3",0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"658",1,62211,"monsters university","2013-06-20","billycrystal","danscanlon",0,0,104,2e+08,268488329,"Q2",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"659",1,62677,"songcatcher","2001-03-01","47627","maggiegreenwald",0,0,109,1800000,3050934,"Q2",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"660",1,62837,"dolphin tale","2011-09-23","morganfreeman","charlesmartinsmith",1,0,113,3.7e+07,72286779,"Q3",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"661",0,63006,"dum maaro dum","2011-04-22","abhishekbachchan","rohansippy",0,0,130,5200000,564489,"Q2",0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Good Friday"
"662",1,63287,"the poker house","2008-06-20","jenniferlawrence","loripetty",0,0,93,1e+06,34513500.7541806,"Q3",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"663",0,64686,"47 ronin","2013-12-06","keanureeves","carlrinsch",1,0,119,1.75e+08,38362475,"Q4",0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"664",1,65186,"forget me not","2011-05-06","tobiasmenzies","alexanderholt",0,0,93,1300000,34513500.7541806,"Q2",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Mother's Day"
"665",0,65990,"meteor","2009-10-09","billycampbell","erniebarbarash",0,2,188,1.6e+07,8400000,"Q4",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Columbus Day"
"666",1,65997,"vampires","2010-04-17","carloferrante","vincentlannoo",0,0,88,2e+07,20268825,"Q4",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"667",0,66025,"mooz lum","2011-02-11","nialong","qasimbasir",0,0,95,1500000,362239,"Q1",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Valentine's Day"
"668",0,66942,"griff the invisible","2011-08-19","ryankwanten","leonford",0,0,93,2900000,20778,"Q3",0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"669",0,68412,"3 backyards","2010-01-01","ediefalco","ericmendelsohn",0,0,88,3e+05,39475,"Q1",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"New Year's Day"
"670",1,68569,"invincible","2001-01-01","timroth","wernerherzog",1,1,90,4e+07,57806952,"Q3",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"New Year's Day"
"671",1,68684,"detention","2011-03-16","shanleycaswell","josephkahn",0,0,93,1e+07,34513500.7541806,"Q2",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"672",0,68722,"the master","2012-09-07","joaquinphoenix","paulthomasanderson",1,0,137,37500000,16247159,"Q3",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"673",0,68726,"pacific rim","2013-07-11","idriselba","guillermodeltoro",1,1,131,1.9e+08,101802906,"Q3",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"674",1,68728,"oz the great and powerful","2013-03-07","jamesfranco","samraimi",0,0,130,2e+08,234770996,"Q1",0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"675",1,68734,"argo","2012-10-11","benaffleck","benaffleck",3,1,120,44500000,136025503,"Q4",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Columbus Day"
"676",0,68737,"seventh son","2014-12-12","jeffbridges","sergeibodrov",2,0,102,9.5e+07,17725785,"Q4",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"677",0,68812,"the iceman","2012-09-01","michaelshannon","arielvromen",1,0,105,1e+07,1930282,"Q2",0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Labor Day"
"678",1,70282,"the visit","2000-01-01","obbababatundé","jordanwalkerpearlman",0,0,107,5e+06,65206105,"Q3",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"New Year's Day"
"679",0,70435,"haywire","2011-11-06","ginacarano","stevensoderbergh",0,1,93,2.3e+07,18942396,"Q1",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"680",0,70829,"the last godfather","2010-12-29","harveykeitel","shimhyungrae",0,0,100,13400000,164247,"Q2",0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"New Year's Day observed"
"681",0,71679,"resident evil retribution","2012-09-12","millajovovich","paulwsanderson",1,2,95,6.5e+07,42345531,"Q3",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"682",0,71866,"tanner hall","2009-09-14","rooneymara","francescagregorini",0,0,96,3e+06,5073,"Q3",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"683",1,72003,"the dark knight","2011-07-11","kylewalsh","drewmaxwell",0,0,86,1.85e+08,535234033,"Q3",0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"684",1,72213,"courageous","2011-09-30","alexkendrick","alexkendrick",0,1,129,2e+06,34522221,"Q3",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"685",0,72710,"the host","2013-03-22","saoirseronan","andrewniccol",0,0,125,5e+07,26623701,"Q1",0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"686",0,72766,"newlyweds","2011-12-26","edwardburns","edwardburns",0,0,85,9000,4584,"Q1",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,"Christmas Eve observed"
