"","id","X","original_title","release_date","Actor","actorMovieCount","runtime","ProductionBudget","DomesticGross","quarter","animation","comedy","family","adventure","fantasy","romance","drama","action","crime","thriller","horror","history","mystery","war","music","documentary","western","scifi","clean_director","New Year's Day","Martin Luther King Jr. Day","Valentine's Day","Presidents' Day","Good Friday","Mother's Day","Memorial Day","Father's Day","Independence Day","Labor Day","Columbus Day","Veterans Day","Thanksgiving Day","Christmas Eve","Christmas Day","Independence Day observed","Christmas Day observed","New Year's Day observed","Christmas Eve observed","Veterans Day observed","related_holiday"
"257",11857,1273,"orange county",2002-01-10,"colinhanks",2,82,1.8e+07,41059716,"Q1",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"jakekasdan",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"258",11888,1557,"snow dogs",2002-01-18,"jimbelushi",1,99,3.2e+07,81150692,"Q1",0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"brianlevant",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"259",11892,1185,"murder by numbers",2002-04-19,"sandrabullock",6,120,5e+07,31874869,"Q2",0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,"barbetschroeder",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"260",11978,1126,"men of honor",2000-09-13,"robertdeniro",12,129,3.2e+07,48814909,"Q4",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"georgetillman,jr.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"261",11979,1375,"queen of the damned",2002-02-10,"stuarttownsend",2,101,3.5e+07,30307804,"Q1",0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,"michaelrymer",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"262",12079,1586,"spun",2002-06-01,"jasonschwartzman",2,101,4500000,410241,"Q1",0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,"jonas√•kerlund",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"263",12090,962,"just married",2003-01-09,"ashtonkutcher",3,95,1.9e+07,56127162,"Q1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"shawnlevy",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"264",12107,1242,"nutty professor ii the klumps",2000-07-27,"eddiemurphy",8,106,8.4e+07,123307945,"Q3",0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,"petersegal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"265",12146,1960,"the missing",2003-11-26,"tommyleejones",5,135,6.5e+07,26900336,"Q4",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,"ronhoward",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"None"
"266",12149,660,"frailty",2001-11-17,"billpaxton",2,100,1.1e+07,13110448,"Q2",0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,"billpaxton",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"267",12212,2217,"urban legends final cut",2000-09-19,"jennifermorrison",1,97,1.5e+07,21468807,"Q3",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"johnottman",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"268",12277,2201,"undercover brother",2002-05-31,"eddiegriffin",4,86,2.5e+07,38230435,"Q2",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"malcolmd.lee",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"269",12312,946,"joe somebody",2001-12-21,"timallen",3,99,3.8e+07,22770864,"Q4",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"johnpasquin",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"270",12400,1396,"redbelt",2008-04-07,"chiwetelejiofor",1,99,7e+06,2344847,"Q2",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"davidmamet",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"271",12410,743,"good",2008-12-11,"viggomortensen",3,96,1.6e+07,31631,"Q4",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"vicenteamorim",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"272",12509,1344,"pollock",2000-09-06,"edharris",3,122,6e+06,8596914,"Q4",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"edharris",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"None"
"273",12610,1277,"osmosis jones",2001-08-07,"chrisrock",1,95,7e+07,13596911,"Q3",1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"peterfarrelly",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"274",12658,1562,"someone like you ",2001-03-30,"ashleyjudd",4,97,2.3e+07,27338033,"Q1",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"tonygoldwyn",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"275",12797,718,"ghost town",2008-09-19,"rickygervais",1,102,2e+07,13367624,"Q3",0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"davidkoepp",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"276",12818,588,"everybody wants to be italian",2007-09-18,"jayjablonski",1,105,3e+06,351416,"Q3",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"jasontoddipson",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"277",12838,362,"chacun sa nuit",2006-07-21,"lizziebrocherÈ",1,95,1900000,18435,"Q2",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"pascalarnold",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"278",12901,1226,"no end in sight",2007-07-27,"campbellscott",1,102,2e+06,1433319,"Q3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"charlesferguson",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"279",13007,1406,"religulous",2008-10-01,"billmaher",1,101,2500000,13011160,"Q4",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"larrycharles",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"280",13059,2058,"the signal",2007-02-22,"anessaramsey",1,103,50000,251150,"Q1",0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,"jacobgentry",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"281",13066,918,"i want someone to eat cheese with",2006-01-01,"jeffgarlin",1,80,1500000,194568,"Q3",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"jeffgarlin",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"New Year's Day"
"282",13132,88,"all the real girls",2003-08-01,"paulschneider",1,108,1e+06,549666,"Q1",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"davidgordongreen",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"283",13156,1490,"secondhand lions",2003-09-19,"michaelcaine",8,111,3e+07,42070939,"Q3",0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"timmccanlies",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"284",13159,703,"georgia rule",2007-05-11,"janefonda",1,113,2e+07,18882880,"Q2",0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"garrymarshall",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"285",13166,666,"freddy got fingered",2001-04-18,"tomgreen",1,87,1.5e+07,14249005,"Q2",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"tomgreen",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"286",13173,2080,"the ten",2007-08-03,"paulrudd",2,96,5250000,769726,"Q3",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"davidwain",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"287",13193,1471,"saved ",2004-01-21,"jenamalone",1,92,5e+06,8886160,"Q2",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"briandannelly",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"288",13195,639,"flawless",2007-09-01,"demimoore",4,108,2.7e+07,4485485,"Q4",0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,"michaelradford",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"None"
"289",13197,2,"10th wolf",2006-02-19,"jamesmarsden",2,107,8e+06,54702,"Q3",0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,"robertmoresco",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"290",13201,503,"deuces wild",2002-05-03,"stephendorff",3,96,1e+07,6044618,"Q2",0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,"scottkalvert",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"291",13223,755,"gran torino",2008-12-09,"clinteastwood",11,116,2.5e+07,148095302,"Q4",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"clinteastwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"292",13259,105,"american teen",2008-07-25,"hannahbailey",1,95,5e+06,942441,"Q3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"nanetteburstein",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"293",13364,491,"deliver us from evil",2006-06-24,"oliverogrady",1,101,3e+07,30577122,"Q3",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,"amyberg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"294",13370,109,"a mighty wind",2003-04-16,"bobbalaban",1,91,6e+06,17583468,"Q2",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"christopherguest",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"295",13408,2108,"the wash",2001-11-16,"drdre",1,93,4e+06,10097096,"Q4",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"djpooh",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"296",13435,134,"antwone fisher",2002-12-19,"derekluke",1,120,12500000,21078145,"Q4",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"denzelwashington",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"297",13455,1370,"push",2009-02-06,"dakotafanning",2,111,3.8e+07,31811527,"Q1",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"paulmcguigan",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"298",13476,2290,"win a date with tad hamilton ",2004-01-23,"joshduhamel",2,95,2.4e+07,16980098,"Q1",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"robertluketic",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"299",13490,2255,"welcome home roscoe jenkins",2008-02-08,"martinlawrence",6,114,27500000,42436517,"Q1",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"malcolmd.lee",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"300",13498,1098,"man of the house",2005-02-25,"tommyleejones",5,100,5e+07,19699706,"Q1",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"stephenherek",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"301",13501,1822,"the good night",2007-01-25,"penÈlopecruz",2,93,1.5e+07,22441,"Q4",0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,"jakepaltrow",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"302",13503,1675,"texas rangers",2001-11-30,"jamesvanderbeek",3,110,3.8e+07,623374,"Q4",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,"steveminer",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"303",13508,2282,"who killed the electric car ",2006-08-04,"martinsheen",2,92,1e+06,1678874,"Q2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"chrispaine",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"304",13516,1546,"slacker uprising",2007-09-27,"michaelmoore",4,102,2e+06,34513500.7541806,"Q3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"michaelmoore",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"305",13536,393,"city by the sea",2002-09-06,"robertdeniro",12,108,4e+07,22433915,"Q3",0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,"michaelcaton-jones",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"306",13539,807,"here on earth",2000-03-23,"leeleesobieski",3,96,1.5e+07,10494147,"Q1",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"markpiznarski",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"307",13560,1113,"max",2002-09-10,"johncusack",7,106,2e+07,42656255,"Q2",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,"mennomeyjes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"308",13569,2135,"thr3e",2006-12-01,"marcblucas",1,101,2400000,1008849,"Q1",0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,"robbyhenson",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"309",13576,1136,"michael jackson s this is it",2009-10-28,"michaeljackson",1,111,6e+07,72091016,"Q4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,"kennyortega",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"310",13579,1929,"the longshots",2008-08-22,"icecube",7,94,2.3e+07,11511323,"Q3",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"freddurst",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"311",13652,330,"ca h",2008-04-23,"jeandujardin",1,100,7e+06,46488,"Q1",0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,"√©ricbesnard",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"312",13682,1350,"pooh s heffalump movie",2005-02-11,"jimcummings",1,68,2e+07,18098433,"Q1",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"franknissen",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"313",13689,1302,"peaceful warrior",2006-03-30,"scottmechlowicz",1,120,1e+07,2893666,"Q2",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"victorsalva",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"314",13768,2180,"tuck everlasting",2002-10-11,"alexisbledel",2,90,1.5e+07,19161999,"Q4",0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,"jayrussell",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"315",13778,509,"dickie roberts former child star",2003-09-05,"davidspade",2,98,1.7e+07,22734486,"Q3",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"samweisman",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"316",13809,1443,"rocknrolla",2008-09-04,"markstrong",1,114,1.8e+07,5700626,"Q4",0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,"guyritchie",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"317",13894,1514,"sharkwater",2006-09-11,"patrickmoore",1,89,2e+06,850920,"Q1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"robstewart",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"318",13908,1952,"the master of disguise",2002-08-02,"danacarvey",1,80,1.6e+07,40363530,"Q3",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"perryandelinblake",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"319",13920,1382,"radio",2003-10-24,"cubagoodingjr",5,109,3.5e+07,52333738,"Q4",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"miketollin",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"320",13948,117,"an american carol",2008-10-03,"kevinfarley",1,83,2e+07,7013191,"Q4",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"davidzucker",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"321",13950,79,"all about the benjamins",2002-03-08,"icecube",7,95,1.4e+07,25482931,"Q1",0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"kevinbray",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"322",13956,644,"fly me to the moon",2008-08-15,"timcurry",1,84,2.5e+07,14543943,"Q3",1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,"benstassen",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"323",13996,287,"bottle shock",2008-08-06,"alanrickman",1,110,5e+06,4078607,"Q3",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"randallmiller",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"324",14014,1838,"the hammer",2007-04-01,"adamcarolla",2,88,850000,442638,"Q1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"charlesherman-wurmfeld",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"325",14033,1570,"soul survivors",2001-09-06,"elizadushku",1,84,1.4e+07,3100650,"Q3",0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,"stephencarpenter",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"326",14057,2178,"trust the man",2005-09-01,"davidduchovny",4,103,9e+06,1530535,"Q3",0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"bartfreundlich",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"327",14112,169,"auto focus",2002-10-18,"gregkinnear",2,104,7e+06,2062066,"Q4",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,"paulschrader",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"328",14114,2317,"you got served",2004-01-30,"marqueshouston",1,95,8e+06,40066497,"Q1",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"chrisstokes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"329",14144,460,"daddy day camp",2007-08-08,"cubagoodingjr",5,89,6e+06,13235267,"Q3",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"fredsavage",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"330",14164,536,"dragonball evolution",2009-04-01,"chowyunfat",2,85,3e+07,9362785,"Q2",0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,"jameswong",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"331",14175,2222,"valiant",2005-03-25,"ewanmcgregor",3,76,3.5e+07,19478106,"Q3",1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"garychapman",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Good Friday"
"332",14195,358,"cecil b demented",2000-05-17,"melaniegriffith",2,87,1e+07,1276984,"Q3",0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,"johnwaters",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"333",14252,2232,"vice",2008-01-01,"michaelmadsen",2,99,6e+07,47836282,"Q4",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,"raulinglis",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"New Year's Day"
"334",14256,2293,"winter passing",2006-02-07,"zooeydeschanel",1,98,3500000,107492,"Q1",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"adamrapp",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"335",14278,1184,"murderball",2005-07-22,"joebishop",1,88,350000,1531154,"Q3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"danaadamshapiro",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"336",14284,898,"in the shadow of the moon",2007-01-19,"buzzaldrin",1,109,2e+06,1134358,"Q3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"davidsington",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"337",14290,236,"better luck tomorrow",2002-01-12,"parryshen",1,101,250000,3802390,"Q2",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,"justinlin",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"338",14292,1152,"miracle",2004-02-06,"kurtrussell",6,135,2.8e+07,64378093,"Q1",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,"gavino'connor",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"339",14293,1351,"poolhall junkies",2002-06-07,"rickyschroder",1,99,4e+06,563711,"Q1",0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,"marscallahan",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"340",14295,2315,"you can count on me",2000-11-17,"lauralinney",1,111,1200000,9180275,"Q4",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"kennethlonergan",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"341",14337,1361,"primer",2004-10-08,"shanecarruth",1,77,7000,424760,"Q4",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,"shanecarruth",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"342",14353,1410,"repo the genetic opera",2008-07-18,"alexapenavega",2,98,8500000,140244,"Q4",0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,"darrenlynnbousman",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"343",14369,1282,"out cold",2001-11-21,"jasonlondon",1,89,1.1e+07,13906394,"Q4",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"emmettmalloy",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"None"
"344",14396,413,"code name the cleaner",2007-01-05,"cedrictheentertainer",1,84,2e+07,8135024,"Q1",0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"lesmayfield",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"345",14405,238,"beverly hills chihuahua",2008-10-03,"drewbarrymore",3,91,2e+07,94514402,"Q4",0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"rajagosnell",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"346",14438,626,"fireproof",2008-09-26,"kirkcameron",1,122,5e+05,33456317,"Q3",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"alexkendrick",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"347",14544,1447,"roll bounce",2005-09-23,"nickcannon",1,112,1e+07,17380866,"Q3",0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"malcolmd.lee",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"348",14576,1506,"shade",2003-05-18,"stuarttownsend",2,101,6800000,25032,"Q2",0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,"damiannieman",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"349",14652,282,"bon voyage",2003-04-16,"grÈgoriderangËre",1,114,2e+07,2353728,"Q1",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"jean-paulrappeneau",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"350",14745,1843,"the haunting of molly hartley",2008-10-31,"haleybennett",1,82,5e+06,13442412,"Q4",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,"mickeyliddell",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"351",14778,1006,"last orders",2001-09-10,"michaelcaine",8,109,1.2e+07,2326407,"Q1",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"fredschepisi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"352",14788,311,"bubble",2005-09-03,"debbiedoebereiner",1,73,1600000,145382,"Q1",0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,"stevensoderbergh",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"None"
"353",14788,311,"bubble",2005-09-03,"debbiedoebereiner",1,73,1600000,145382,"Q1",0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,"stevensoderbergh",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"None"
"354",14799,658,"for your consideration",2006-11-22,"catherineohara",1,86,1.2e+07,5549923,"Q4",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"christopherguest",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"None"
"355",14805,191,"bait",2000-09-14,"jamiefoxx",2,119,3.5e+07,15325127,"Q3",0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,"antoinefuqua",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
"356",14823,1057,"london to brighton",2006-12-01,"georgiagroome",1,85,825000,34513500.7541806,"Q3",0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,"paulandrewwilliams",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None"
